t1_s t1_ns t4_s t4_ns dt_s dt_ns dt_T addend corr_ppb mpd_ns sync_period_ns
19928 455317364 19925 217486860 0       -10 -2 3579222151 82.976379 1956 080106348
19928 535239320 19925 217486860 0        15 3 3579221770 -106.717384 1956 079921956
19928 614614028 19925 217486860 0        10 2 3579221790 5.602969 1956 079374708
19928 694622215 19925 217486860 0        -9 -1 3579222071 78.525688 1956 080008187
19928 775334827 19925 217486860 0        -9 -1 3579222107 10.304131 1956 080712612
19928 855621851 19925 217486860 0         6 1 3579221892 -60.098202 1956 080287024
19928 934629443 19925 217486860 0        16 3 3579221694 -55.511589 1956 079007592
19929 015280315 19925 217486860 0        11 2 3579221715 5.882016 1956 080650872
19929 095315075 19925 217486860 0       -19 -3 3579222176 128.879379 1956 080034760
19929 175268299 19925 217486860 0        11 2 3579221748 -119.740585 1956 079953224
19929 255324043 19925 217486860 0       -19 -3 3579222210 129.197128 1956 080055744
19929 335348363 19925 217486860 0         9 1 3579221816 -110.202919 1956 080024320
19929 415307463 19925 217486860 0       -16 -3 3579222202 107.913750 1956 079959100
19929 494617471 19925 217486860 0       -11 -2 3579222187 -4.314670 1956 079310008
19929 575355427 19926 342513039 0       -16 -3 3579222314 35.745880 1966 080737956
19929 655337223 19926 342513039 0         9 1 3579221960 -99.077675 1966 079981796
19929 735358322 19926 342513039 0        -5 -1 3579222159 55.725132 1966 080021099
19929 814625790 19926 342513039 0        -5 -1 3579222181 6.147284 1966 079267468
19929 895398190 19926 342513039 0         0 0 3579222117 -17.962128 1966 080772400
19929 974610938 19926 342513039 0         5 1 3579222032 -23.928696 1966 079212748
19930 055378670 19926 342513039 0        10 2 3579221929 -29.034605 1966 080767732
19930 135401430 19926 342513039 0        25 5 3579221631 -83.297821 1966 080022760
19930 214637002 19926 342513039 0        20 4 3579221607 -6.863061 1966 079235572
19930 295408894 19926 342513039 0         8 1 3579221729 34.271912 1966 080771892
19930 375362974 19926 342513039 0       -17 -3 3579222118 108.844063 1966 079954080
19930 455446430 19926 342513039 0         8 1 3579221766 -98.407730 1966 080083456
19930 534613822 19926 342513039 0       -32 -6 3579222416 181.625458 1966 079167392
19930 615391830 19926 342513039 0        18 3 3579221702 -199.710022 1966 080778008
19930 695398102 19926 342513039 0       -12 -2 3579222132 120.310272 1966 080006272
19930 775411746 19927 467538862 0       -19 -3 3579222301 47.412411 1958 080013644
19930 855421709 19927 467538862 0         7 1 3579221941 -100.760864 1958 080009963
19930 934631253 19927 467538862 0        12 2 3579221825 -32.556301 1958 079209544
19931 015496669 19927 467538862 0         2 0 3579221945 33.753265 1958 080865416
19931 095474521 19927 467538862 0       -13 -2 3579222190 68.703896 1958 079977852
19931 175426497 19927 467538862 0        12 2 3579221821 -103.188721 1958 079951976
19931 255481097 19927 467538862 0       -13 -2 3579222194 104.321579 1958 080054600
19931 334680533 19927 467538862 0        -4 0 3579222098 -27.023747 1958 079199436
19931 415515061 19927 467538862 0        -4 0 3579222113 4.406403 1958 080834528
19931 494623585 19927 467538862 0         1 0 3579222046 -18.859249 1958 079108524
19931 575553433 19927 467538862 0        -4 0 3579222126 22.369211 1958 080929848
19931 655488589 19927 467538862 0        21 4 3579221719 -113.726967 1958 079935156
19931 734609021 19927 467538862 0        26 5 3579221541 -49.875584 1958 079120432
19931 815539953 19927 467538862 0         6 1 3579221775 65.438294 1958 080930932
19931 895599444 19928 592564805 0       -10 -2 3579222020 68.487824 1950 080059491
19931 974606040 19928 592564805 0         5 1 3579221808 -59.492298 1950 079006596
19932 055512264 19928 592564805 0       -10 -2 3579222040 64.958946 1950 080906224
19932 135508420 19928 592564805 0        15 3 3579221660 -106.308083 1950 079996156
19932 214623940 19928 592564805 0       -25 -5 3579222279 173.086029 1950 079115520
19932 295595160 19928 592564805 0        14 2 3579221722 -155.661682 1950 080971220
19932 375516924 19928 592564805 0       -11 -2 3579222084 101.406960 1950 079921764
19932 455574320 19928 592564805 0       -31 -6 3579222469 107.751610 1950 080057396
19932 534609600 19928 592564805 0        -6 -1 3579222179 -81.301201 1950 079035280
19932 615554968 19928 592564805 0       -11 -2 3579222286 29.984045 1950 080945368
19932 695601992 19928 592564805 0        14 2 3579221911 -105.026871 1950 080047024
19932 774617980 19928 592564805 0        24 4 3579221677 -65.404320 1950 079015988
19932 855598584 19928 592564805 0         9 1 3579221835 44.304676 1950 080980604
19932 935899892 19928 592564805 0         9 1 3579221796 -10.901106 1950 080301308
19933 015628727 19929 717590876 0       -11 -2 3579222097 84.211662 1961 079728835
19933 095629931 19929 717590876 0       -26 -5 3579222397 84.042397 1961 080001204
19933 175646691 19929 717590876 0         4 0 3579221999 -111.442383 1961 080016760
19933 255643287 19929 717590876 0       -11 -2 3579222236 66.392296 1961 079996596
19933 325809523 19929 717590876 0       -22 -4 3579222518 79.047005 1961 070166236
19933 405601995 19929 717590876 0        18 3 3579221893 -174.764343 1961 079792472
19933 484629343 19929 717590876 0       -12 -2 3579222328 121.679123 1961 079027348
19933 565688463 19929 717590876 0        23 4 3579221788 -151.016037 1961 081059120
19933 644651191 19929 717590876 0        -7 -1 3579222196 114.251244 1961 078962728
19933 725639427 19929 717590876 0       -12 -2 3579222307 31.020220 1961 080988236
19933 805655067 19929 717590876 0        18 3 3579221851 -127.508659 1961 080015640
19933 885689731 19929 717590876 0        -7 -1 3579222198 97.195190 1961 080034664
19933 965714687 19929 717590876 0        18 3 3579221804 -110.225586 1961 080024956
19934 044639182 19929 717590876 0       -11 -2 3579222221 116.753487 1961 078924495
19934 125662050 19930 842616710 0        21 4 3579221727 -138.131607 1964 081022868
19934 205675830 19930 842616710 0        -4 0 3579222058 92.716980 1964 080013780
19934 285697734 19930 842616710 0        21 4 3579221651 -113.789795 1964 080021904
19934 365711378 19930 842616710 0       -10 -2 3579222087 122.089317 1964 080013644
19934 445731394 19930 842616710 0        10 2 3579221791 -82.975327 1964 080020016
19934 525680458 19930 842616710 0       -10 -2 3579222088 83.008682 1964 079949064
19934 604601614 19930 842616710 0         5 1 3579221875 -59.562218 1964 078921156
19934 684617506 19930 842616710 0       -15 -3 3579222194 89.149971 1964 080015892
19934 765712914 19930 842616710 0       -20 -4 3579222338 40.269325 1964 081095408
19934 845775766 19930 842616710 0         5 1 3579222003 -93.873962 1964 080062852
19934 925852122 19930 842616710 0       -20 -4 3579222405 112.535660 1964 080076356
19935 005762898 19930 842616710 0        15 3 3579221896 -142.270203 1964 079910776
19935 085812870 19930 842616710 0       -10 -2 3579222256 100.810501 1964 080049972
19935 165756869 19930 842616710 0       -19 -3 3579222451 54.619614 1964 079943999
19935 245793057 19931 967642673 0         6 1 3579222108 -96.071091 1969 080036188
19935 324651001 19931 967642673 0        25 5 3579221755 -98.832428 1969 078857944
19935 405752377 19931 967642673 0         5 1 3579221994 66.891068 1969 081101376
19935 484603625 19931 967642673 0       -15 -3 3579222314 89.611412 1969 078851248
19935 565835269 19931 967642673 0        10 2 3579221953 -100.957993 1969 081231644
19935 645838693 19931 967642673 0        -5 -1 3579222163 58.739609 1969 080003424
19935 724609085 19931 967642673 0        15 3 3579221842 -89.918587 1969 078770392
19935 804607293 19931 967642673 0       -10 -2 3579222205 101.609200 1969 079998208
19935 885800777 19931 967642673 0       -15 -3 3579222328 34.562622 1969 081193484
19935 965810917 19931 967642673 0        10 2 3579221971 -99.986282 1969 080010140
19936 044636081 19931 967642673 0       -15 -3 3579222356 107.632683 1969 078825164
19936 125863149 19931 967642673 0        20 4 3579221828 -147.742783 1969 081227068
19936 205830608 19931 967642673 0        -4 0 3579222146 89.035339 1969 079967459
19936 285855284 19931 967642673 0        26 5 3579221654 -137.500046 1969 080024676
19936 365863832 19933 092668640 0        -6 -1 3579222086 120.900055 1970 080008548
19936 445844628 19933 092668640 0       -26 -5 3579222451 101.991066 1970 079980796
19936 525861088 19933 092668640 0         9 1 3579221968 -135.173416 1970 080016460
19936 604607260 19933 092668640 0       -16 -3 3579222357 108.953964 1970 078746172
19936 685901304 19933 092668640 0        19 3 3579221833 -146.675171 1970 081294044
19936 765961660 19933 092668640 0       -11 -2 3579222257 118.637108 1970 080060356
19936 845885164 19933 092668640 0        24 4 3579221710 -153.009354 1970 079923504
19936 925918276 19933 092668640 0        -1 0 3579222032 90.187859 1970 080033112
19937 005942560 19933 092668640 0       -21 -4 3579222375 96.006737 1970 080024284
19937 085960680 19933 092668640 0         9 1 3579221956 -117.343636 1970 080018120
19937 165915028 19933 092668640 0       -11 -2 3579222257 84.195885 1970 079954348
19937 245943532 19933 092668640 0        15 3 3579221863 -110.260399 1970 080028504
19937 325972055 19933 092668640 0       -10 -2 3579222223 100.742470 1970 080028523
19937 405929067 19933 092668640 0        20 4 3579221757 -130.448044 1970 079957012
19937 484622755 19934 217694851 0         9 1 3579221856 27.747713 1956 078693688
19937 565958287 19934 217694851 0       -11 -2 3579222156 83.964066 1956 081335532
19937 644608395 19934 217694851 0        14 2 3579221778 -105.871964 1956 078650108
19937 724619567 19934 217694851 0       -11 -2 3579222145 102.809609 1956 080011172
19937 805993027 19934 217694851 0         9 1 3579221855 -81.191574 1956 081373460
19937 885981835 19934 217694851 0        -6 -1 3579222069 59.928314 1956 079988808
19937 966013007 19934 217694851 0        14 2 3579221756 -87.713821 1956 080031172
19938 044612167 19934 217694851 0       -11 -2 3579222123 102.727432 1956 078599160
19938 125972547 19934 217694851 0       -26 -5 3579222414 81.529099 1956 081360380
19938 206000899 19934 217694851 0         4 0 3579222021 -109.896034 1956 080028352
19938 286028095 19934 217694851 0       -16 -3 3579222343 90.076798 1956 080027196
19938 356112438 19934 217694851 0       -15 -3 3579222429 24.071007 1956 070084343
19938 434622694 19934 217694851 0        25 5 3579221780 -181.438614 1956 078510256
19938 514632502 19934 217694851 0         0 0 3579222104 90.607689 1956 080009808
19938 596057294 19935 342720590 0       -30 -6 3579222605 139.981155 1966 081424792
19938 676014586 19935 342720590 0         5 1 3579222145 -128.555450 1966 079957292
19938 756058726 19935 342720590 0       -10 -2 3579222378 65.193909 1966 080044140
19938 834619878 19935 342720590 0        20 4 3579221906 -131.942871 1966 078561152
19938 916104182 19935 342720590 0        -5 -1 3579222249 95.860619 1966 081484304
19938 996063002 19935 342720590 0        25 5 3579221762 -136.074799 1966 079958820
19939 076040774 19935 342720590 0         5 1 3579221995 65.245407 1966 079977772
19939 156155034 19935 342720590 0       -20 -4 3579222397 112.513992 1966 080114260
19939 234634318 19935 342720590 0        10 2 3579221971 -119.195519 1966 078479284
19939 316092334 19935 342720590 0       -10 -2 3579222267 82.952820 1966 081458016
19939 396107137 19935 342720590 0        20 4 3579221803 -129.763092 1966 080014803
19939 476135505 19935 342720590 0        -5 -1 3579222142 94.828644 1966 080028368
19939 556117741 19935 342720590 0       -20 -4 3579222417 77.089645 1966 079982236
19939 636079861 19935 342720590 0        10 2 3579221993 -118.593201 1966 079962120
19939 716123797 19936 467746573 0        -2 0 3579222154 45.066196 1958 080043936
19939 794630125 19936 467746573 0       -12 -2 3579222335 50.805676 1958 078506328
19939 876163257 19936 467746573 0        13 2 3579221963 -104.144623 1958 081533132
19939 956139745 19936 467746573 0        -7 -1 3579222244 78.573265 1958 079976488
19940 036244081 19936 467746573 0        18 3 3579221850 -110.167870 1958 080104336
19940 114624273 19936 467746573 0         3 0 3579222026 49.337551 1958 078380192
19940 196124997 19936 467746573 0        18 3 3579221765 -73.009544 1958 081500724
19940 276184833 19936 467746573 0        -7 -1 3579222108 96.020767 1958 080059836
19940 356234057 19936 467746573 0       -22 -4 3579222392 79.393196 1958 080049224
19940 434626721 19936 467746573 0        13 2 3579221888 -140.889435 1958 078392664
19940 514607180 19936 467746573 0        -6 -1 3579222158 75.645950 1958 079980459
19940 596217196 19936 467746573 0         9 1 3579221932 -63.287083 1958 081610016
19940 676190152 19936 467746573 0        -6 -1 3579222146 59.841785 1958 079972956
19940 756200112 19936 467746573 0       -21 -4 3579222425 78.230408 1958 080009960
19940 836213596 19937 592772560 0        10 2 3579221988 -122.100571 1952 080013484
19940 916210336 19937 592772560 0        -5 -1 3579222200 59.274487 1952 079996740
19940 996264444 19937 592772560 0        20 4 3579221798 -112.574135 1952 080054108
19941 074615104 19937 592772560 0         5 1 3579221965 46.799267 1952 078350660
19941 156295764 19937 592772560 0       -25 -5 3579222446 134.504120 1952 081680660
19941 234625480 19937 592772560 0        15 3 3579221876 -159.475906 1952 078329716
19941 316245580 19937 592772560 0       -15 -3 3579222321 124.414459 1952 081620100
19941 396247044 19937 592772560 0        15 3 3579221880 -123.427269 1952 080001464
19941 474617492 19937 592772560 0         0 0 3579222070 53.263886 1952 078370448
19941 556326023 19937 592772560 0       -29 -5 3579222552 134.883484 1952 081708531
